card_id,name_ko,name_en,source,index,text_en,rule,confidence,score_low,score_baseline,score_high,basis
FAN_OF_KNIVES,칼날 부채,Fan of Knives,clause,2,Add 4 Shivs into your Hand.,atomic_fixed,high,7.6,7.6,7.6,v3 quantified/scenario rule
FASTEN,고정시키기,Fasten,clause,1,Gain an additional 4 Block from Defend cards.,defend_block_aura,low,2.4,7.2,16.8,Block unit × Defends played
FEAR,두려움,Fear,clause,1,Deal 7 damage.,atomic_fixed,high,3.5,3.5,3.5,v3 quantified/scenario rule
FEAR,두려움,Fear,clause,2,Apply 1 Vulnerable.,atomic_fixed,medium,2.0,2.0,2.0,v3 quantified/scenario rule
FEAR,두려움,Fear,keyword,,keyword_ethereal,keyword_ethereal,medium,-1.0,-1.0,-1.0,v1 keyword calibration
FEED,포식,Feed,clause,1,Deal 10 damage.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
FEED,포식,Feed,clause,2,"If Fatal, raise your Max HP by 3.",fatal_max_hp_gain,low,0.0,3.15,4.5,Max HP unit × Fatal probability
FEED,포식,Feed,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
FEEDING_FRENZY,광란의 포식,Feeding Frenzy,clause,1,Gain 5 Strength this turn.,atomic_temporary_stat,high,4.0,4.0,4.0,v3 quantified/scenario rule
FEEL_NO_PAIN,무감각,Feel No Pain,clause,1,"Whenever a card is Exhausted, gain 3 Block.",atomic_fixed+event_triggers,medium,1.8,6.3,32.4,v3 quantified/scenario rule
FERAL,야성,Feral,clause,1,"The first time you play a 0 Energy Attack each turn, return it to your Hand.",zero_cost_attack_return,low,3.0,7.4,14.0,average 0-cost Attack replay × active turns
FETCH,회수,Fetch,clause,1,Osty deals 3 damage.,atomic_osty_damage,high,1.35,1.35,1.35,v3 quantified/scenario rule
FETCH,회수,Fetch,clause,2,"If this is the first time this card has been played this turn, draw 1 card.",atomic_fixed+condition_probability,low,0.0,0.875,1.25,v3 quantified/scenario rule
FIEND_FIRE,지옥불,Fiend Fire,clause,1,Exhaust your Hand.,atomic_exhaust_hand,low,-2.0,1.0,5.0,v3 quantified/scenario rule
FIEND_FIRE,지옥불,Fiend Fire,clause,2,Deal 7 damage for each card Exhausted.,damage_per_exhausted_hand_card,low,3.5,14.0,28.0,1/4/8 cards in Hand
FIEND_FIRE,지옥불,Fiend Fire,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
FIGHT_ME,덤벼라!,Fight Me!,clause,1,Deal 5 damage twice.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
FIGHT_ME,덤벼라!,Fight Me!,clause,2,Gain 3 Strength.,atomic_fixed,high,9.75,9.75,9.75,v3 quantified/scenario rule
FIGHT_ME,덤벼라!,Fight Me!,clause,3,The enemy gains 1 Strength.,enemy_strength_gain,medium,-3.25,-3.25,-3.25,persistent enemy Strength
FIGHT_ME,덤벼라!,Fight Me!,interaction,,multi_hit_strength_synergy,multi_hit_strength_synergy,medium,0.0,0.25,0.75,V3 cross-effect interaction
FIGHT_THROUGH,강행 돌파,Fight Through,clause,1,Gain 13 Block.,atomic_fixed,high,7.8,7.8,7.8,v3 quantified/scenario rule
FIGHT_THROUGH,강행 돌파,Fight Through,clause,2,Add 2 Wounds into your Discard Pile.,atomic_fixed,high,-1.3,-1.3,-1.3,v3 quantified/scenario rule
FINESSE,능숙,Finesse,clause,1,Gain 4 Block.,atomic_fixed,high,2.4,2.4,2.4,v3 quantified/scenario rule
FINESSE,능숙,Finesse,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
FINISHER,마무리,Finisher,clause,1,Deal 6 damage for each Attack already played this turn.,atomic_fixed+scaling_count,medium,3.0,6.6,30.0,v3 quantified/scenario rule
FISTICUFFS,주먹다짐,Fisticuffs,clause,1,Deal 7 damage.,atomic_fixed,high,3.5,3.5,3.5,v3 quantified/scenario rule
FISTICUFFS,주먹다짐,Fisticuffs,clause,2,Gain Block equal to damage dealt.,equal_to_quantity,low,1.8,4.8,9.0,v3 quantified/scenario rule
FLAK_CANNON,대공포,Flak Cannon,clause,1,Exhaust ALL your Status cards.,exhaust_status_cleanup,low,0.0,2.5,7.5,0/2/6 harmful cards removed
FLAK_CANNON,대공포,Flak Cannon,clause,2,Deal 8 damage to a random enemy for each card Exhausted.,random_damage_per_exhausted,low,0.0,7.92,21.6,0/2.2/6 Status cards exhausted
FLAME_BARRIER,화염 장벽,Flame Barrier,clause,1,Gain 12 Block.,atomic_fixed,high,7.2,7.2,7.2,v3 quantified/scenario rule
FLAME_BARRIER,화염 장벽,Flame Barrier,clause,2,"Whenever you are attacked this turn, deal 4 damage back.",retaliation_damage,low,2.0,6.0,12.0,damage unit × incoming-hit scenarios
FLANKING,측면 공격,Flanking,clause,1,The enemy takes double attack damage from other players this turn.,coop_double_attack_damage,low,3.75,9.375,18.75,10/25/50 allied Attack damage × ally factor
FLASH_OF_STEEL,강철의 섬광,Flash of Steel,clause,1,Deal 5 damage.,atomic_fixed,high,2.5,2.5,2.5,v3 quantified/scenario rule
FLASH_OF_STEEL,강철의 섬광,Flash of Steel,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
FLATTEN,땅고르기,Flatten,clause,1,Osty deals 12 damage.,atomic_osty_damage,high,5.4,5.4,5.4,v3 quantified/scenario rule
FLATTEN,땅고르기,Flatten,clause,2,This card costs 0 Energy if Osty has attacked this turn.,conditional_cost_zero,medium,0.0,3.5,5.0,conditional printed energy saved
FLECHETTES,프레췌,Flechettes,clause,1,Deal 5 damage for each Skill in your Hand.,atomic_fixed+scaling_count,medium,2.5,5.5,25.0,v3 quantified/scenario rule
FLICK_FLACK,재주넘기,Flick-Flack,clause,1,Deal 6 damage to ALL enemies.,atomic_fixed,high,3.9,3.9,3.9,v3 quantified/scenario rule
FLICK_FLACK,재주넘기,Flick-Flack,keyword,,keyword_sly,keyword_sly,low,0.0,1.65,3.0,discard-trigger probability and free cost
FOCUSED_STRIKE,밀집 타격,Focused Strike,clause,1,Deal 9 damage.,atomic_fixed,high,4.5,4.5,4.5,v3 quantified/scenario rule
FOCUSED_STRIKE,밀집 타격,Focused Strike,clause,2,Gain 1 Focus this turn.,atomic_temporary_stat,medium,0.8,0.8,0.8,v3 quantified/scenario rule
FOLLY,어리석음,Folly,keyword,,keyword_innate,keyword_innate,medium,0.5,0.5,0.5,v1 keyword calibration
FOLLY,어리석음,Folly,keyword,,keyword_ethereal_cleanup,keyword_ethereal_cleanup,medium,1.0,1.0,1.0,removes harmful card
FOLLY,어리석음,Folly,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
FOLLY,어리석음,Folly,keyword,,keyword_eternal_meta,keyword_eternal_meta,medium,-1.0,-1.0,-1.0,deck removal restriction
FOOTWORK,발놀림,Footwork,clause,1,Gain 2 Dexterity.,atomic_fixed,high,6.5,6.5,6.5,v3 quantified/scenario rule
FORBIDDEN_GRIMOIRE,금지된 마도서,Forbidden Grimoire,clause,1,"At the end of combat, you may remove a card from your Deck.",meta_deck_removal,low,3.0,6.0,10.0,permanent deck quality
FORBIDDEN_GRIMOIRE,금지된 마도서,Forbidden Grimoire,keyword,,keyword_eternal_meta,keyword_eternal_meta,medium,0.0,0.0,0.0,deck removal restriction
FOREGONE_CONCLUSION,필연적인 결과,Foregone Conclusion,clause,1,"Next turn, put 2 cards from your Draw Pile into your Hand.",tutor_to_hand,medium,5.0,5.0,5.0,selected card access = 2.5
FORGOTTEN_RITUAL,잊힌 의식,Forgotten Ritual,clause,1,"If you Exhausted a card this turn, gain 3 Energy.",atomic_fixed+condition_probability,low,0.0,5.25,7.5,v3 quantified/scenario rule
FORGOTTEN_RITUAL,잊힌 의식,Forgotten Ritual,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
FRANTIC_ESCAPE,필사적인 도주,Frantic Escape,clause,1,Get farther away.,encounter_escape_progress,low,0.0,2.0,6.0,encounter-specific progress
FRANTIC_ESCAPE,필사적인 도주,Frantic Escape,clause,2,Increase Sandpit by 1.,encounter_sandpit_progress,low,0.0,1.5,5.0,encounter-specific progress
FRANTIC_ESCAPE,필사적인 도주,Frantic Escape,clause,3,Increase the cost of this card by 1.,cost_increase,medium,-2.5,-2.5,-2.5,energy penalty
FRIENDSHIP,우정,Friendship,clause,1,Lose 2 Strength.,atomic_lose_strength_conditional_stock,low,-6.5,-3.25,0.0,v3 quantified/scenario rule
FRIENDSHIP,우정,Friendship,clause,2,Gain 1 Energy at the start of each turn.,atomic_fixed+recurring_resource_turns,low,5.0,17.0,25.0,v3 quantified/scenario rule
FTL,FTL,FTL,clause,1,Deal 5 damage.,atomic_fixed,high,2.5,2.5,2.5,v3 quantified/scenario rule
FTL,FTL,FTL,clause,2,"If you have played fewer than 3 cards this turn, draw 1 card.",atomic_fixed+condition_probability,low,0.0,0.875,1.25,v3 quantified/scenario rule
FUEL,연료,Fuel,clause,1,Gain 1 Energy.,atomic_fixed,medium,2.5,2.5,2.5,v3 quantified/scenario rule
FUEL,연료,Fuel,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
FUEL,연료,Fuel,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
FURNACE,용광로,Furnace,clause,1,"At the start of your turn, Forge 5.",atomic_fixed+recurring_turns,low,2.475,6.105,9.9,v3 quantified/scenario rule
FUSION,융합,Fusion,clause,1,Channel 1 Plasma.,atomic_fixed,medium,7.0,7.0,7.0,v3 quantified/scenario rule
FUSION,융합,Fusion,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
GAMMA_BLAST,감마 세례,Gamma Blast,clause,1,Deal 13 damage.,atomic_fixed,high,6.5,6.5,6.5,v3 quantified/scenario rule
GAMMA_BLAST,감마 세례,Gamma Blast,clause,2,Apply 2 Weak.,atomic_fixed,medium,4.2,4.2,4.2,v3 quantified/scenario rule
GAMMA_BLAST,감마 세례,Gamma Blast,clause,3,Apply 2 Vulnerable.,atomic_fixed,medium,4.0,4.0,4.0,v3 quantified/scenario rule
GAMMA_BLAST,감마 세례,Gamma Blast,printed_cost,,Spend 3 Stars to play this card,cost_star_spend,low,-6.0,-6.0,-6.0,printed Star payment: 3 × -2.0
GANG_UP,집단 공격,Gang Up,clause,1,Deal 5 damage.,atomic_fixed,high,2.5,2.5,2.5,v3 quantified/scenario rule
GANG_UP,집단 공격,Gang Up,clause,2,Deals 5 additional damage for each time another player has attacked the enemy this turn.,additional_damage_scaling,medium,2.5,5.5,25.0,damage unit × reference count
GATHER_LIGHT,빛 거두기,Gather Light,clause,1,Gain 8 Block.,atomic_fixed,high,4.8,4.8,4.8,v3 quantified/scenario rule
GATHER_LIGHT,빛 거두기,Gather Light,clause,2,Gain 1 Stars.,atomic_fixed,low,1.5,1.5,1.5,v3 quantified/scenario rule
GENESIS,창세,Genesis,clause,1,"At the start of your turn, gain 2 Stars.",atomic_fixed+recurring_turns,low,4.5,11.1,18.0,v3 quantified/scenario rule
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,clause,1,Gain 1 Block.,atomic_fixed,high,0.6,0.6,0.6,v3 quantified/scenario rule
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,clause,2,Permanently increase this card's Block by 3.,permanent_block_growth,low,1.8,5.4,12.6,future-combat uses
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
GIANT_ROCK,거대한 바위,Giant Rock,clause,1,Deal 16 damage.,atomic_fixed,high,8.0,8.0,8.0,v3 quantified/scenario rule
GLACIER,빙하,Glacier,clause,1,Gain 6 Block.,atomic_fixed,high,3.6,3.6,3.6,v3 quantified/scenario rule
GLACIER,빙하,Glacier,clause,2,Channel 2 Frost.,atomic_fixed,medium,6.4,6.4,6.4,v3 quantified/scenario rule
GLASSWORK,유리 공예,Glasswork,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
GLASSWORK,유리 공예,Glasswork,clause,2,Channel 1 Glass.,atomic_fixed,medium,3.5,3.5,3.5,v3 quantified/scenario rule
GLIMMER,희미한 빛,Glimmer,clause,1,Draw 3 cards.,atomic_fixed,medium,5.55,5.55,5.55,v3 quantified/scenario rule
GLIMMER,희미한 빛,Glimmer,clause,2,Put 1 card from your Hand on top of your Draw Pile.,atomic_hand_to_topdeck,medium,-0.5,-0.5,-0.5,v3 quantified/scenario rule
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,clause,1,ALL players add 3 Souls into their Draw Pile.,coop_soul_generation,low,3,4.5,7.5,party-size range
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
GLITTERSTREAM,빛의 흐름,Glitterstream,clause,1,Gain 11 Block.,atomic_fixed,high,6.6,6.6,6.6,v3 quantified/scenario rule
GLITTERSTREAM,빛의 흐름,Glitterstream,clause,2,"Next turn, gain 5 Block.",atomic_fixed+delay_next_turn,high,2.4,2.4,2.4,v3 quantified/scenario rule
GLOW,광채,Glow,clause,1,Gain 1 Stars.,atomic_fixed,low,1.5,1.5,1.5,v3 quantified/scenario rule
GLOW,광채,Glow,clause,2,Draw 1 card.,atomic_fixed,medium,1.25,1.25,1.25,v3 quantified/scenario rule
GLOW,광채,Glow,clause,3,"Next turn, draw 1 card.",atomic_fixed+delay_next_turn,medium,1.0,1.0,1.0,v3 quantified/scenario rule
GOLD_AXE,황금 도끼,Gold Axe,clause,1,Deal damage equal to the number of cards played this combat.,equal_to_quantity,low,1.5,5.0,10.0,v3 quantified/scenario rule
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,clause,1,Deal 3 damage.,atomic_fixed,high,1.5,1.5,1.5,v3 quantified/scenario rule
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,clause,2,"If the enemy intends to attack, apply 1 Weak.",atomic_fixed+condition_probability,low,0.0,1.47,2.1,v3 quantified/scenario rule
GRAND_FINALE,대단원의 막,Grand Finale,clause,1,Can only be played if there are no cards in your Draw Pile.,draw_pile_empty_gate,low,-39.0,-27.3,0.0,0%/30%/100% availability × printed payoff
GRAND_FINALE,대단원의 막,Grand Finale,clause,2,Deal 60 damage to ALL enemies.,atomic_fixed,high,39.0,39.0,39.0,v3 quantified/scenario rule
GRAVEBLAST,무덤 폭발,Graveblast,clause,1,Deal 4 damage.,atomic_fixed,high,2.0,2.0,2.0,v3 quantified/scenario rule
GRAVEBLAST,무덤 폭발,Graveblast,clause,2,Put a card from your Discard Pile into your Hand.,atomic_retrieve_hand,high,2.5,2.5,2.5,v3 quantified/scenario rule
GRAVEBLAST,무덤 폭발,Graveblast,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
GRAVE_WARDEN,무덤지기,Grave Warden,clause,1,Gain 8 Block.,atomic_fixed,high,4.8,4.8,4.8,v3 quantified/scenario rule
GRAVE_WARDEN,무덤지기,Grave Warden,clause,2,Add a Soul into your Draw Pile.,atomic_fixed,medium,1.0,1.0,1.0,v3 quantified/scenario rule
GREED,탐욕,Greed,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
GREED,탐욕,Greed,keyword,,keyword_eternal_meta,keyword_eternal_meta,medium,-1.0,-1.0,-1.0,deck removal restriction
GUARDS,막아라!!!,GUARDS!!!,clause,1,Transform any number of cards in your Hand into Minion Sacrifice.,transform_hand_to_minion_sacrifice,low,3.8,11.4,22.8,1/3/6 zero-cost Minion Sacrifice outputs
GUARDS,막아라!!!,GUARDS!!!,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
GUIDING_STAR,길잡이별,Guiding Star,clause,1,Deal 12 damage.,atomic_fixed,high,6.0,6.0,6.0,v3 quantified/scenario rule
GUIDING_STAR,길잡이별,Guiding Star,clause,2,Draw 2 cards.,atomic_fixed,medium,3.4,3.4,3.4,v3 quantified/scenario rule
GUIDING_STAR,길잡이별,Guiding Star,printed_cost,,Spend 2 Stars to play this card,cost_star_spend,low,-4.0,-4.0,-4.0,printed Star payment: 2 × -2.0
GUILTY,죄책감,Guilty,clause,1,Removed from your Deck after 5 combats.,self_removing_curse,low,1.0,2.0,4.0,bounded curse lifetime versus permanent clog
GUILTY,죄책감,Guilty,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
GUNK_UP,틀어막기,Gunk Up,clause,1,Deal 4 damage 3 times.,atomic_fixed,high,6.0,6.0,6.0,v3 quantified/scenario rule
GUNK_UP,틀어막기,Gunk Up,clause,2,Add a Slimed into your Discard Pile.,atomic_fixed,high,-0.7,-0.7,-0.7,v3 quantified/scenario rule
GUNK_UP,틀어막기,Gunk Up,interaction,,multi_hit_strength_synergy,multi_hit_strength_synergy,medium,0.0,0.5,1.5,V3 cross-effect interaction
HAILSTORM,우박 폭풍,Hailstorm,clause,1,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies.",atomic_fixed+condition_probability+recurring_turns,low,0.0,10.101,23.4,v3 quantified/scenario rule
HAMMER_TIME,망치질 시간,Hammer Time,clause,1,"Whenever you Forge, all allies Forge as well.",coop_forge,low,2.0,8.0,25.0,"party size, Forge amount and trigger frequency"
HAND_OF_GREED,탐욕의 손,Hand of Greed,clause,1,Deal 20 damage.,atomic_fixed,high,10.0,10.0,10.0,v3 quantified/scenario rule
HAND_OF_GREED,탐욕의 손,Hand of Greed,clause,2,"If Fatal, gain 20 Gold.",meta_gold,medium,0.0,1.4,2.0,1 point per 10 Gold
HAND_TRICK,손기술,Hand Trick,clause,1,Gain 7 Block.,atomic_fixed,high,4.2,4.2,4.2,v3 quantified/scenario rule
HAND_TRICK,손기술,Hand Trick,clause,2,Add Sly to a Skill in your Hand this turn.,atomic_grant_sly,medium,0.5,2.0,4.0,v3 quantified/scenario rule
HANG,매달기,Hang,clause,1,Deal 10 damage.,atomic_fixed,high,5.0,5.0,5.0,v3 quantified/scenario rule
HANG,매달기,Hang,clause,2,Double the damage ALL Hang cards deal to this enemy.,hang_damage_amplifier,low,0.0,5.0,15.0,0/1/3 future 10-damage Hang hits
HAUNT,출몰,Haunt,clause,1,"Whenever you play a Soul, a random enemy loses 6 HP.",soul_trigger_hp_loss,low,0.0,9.9,33.0,HP loss × Soul plays
HAVOC,파괴,Havoc,clause,1,Play the top card of your Draw Pile and Exhaust it.,auto_play_from_pile,low,2.0,4.0,7.0,average auto-played card
HAZE,아지랑이,Haze,clause,1,Apply 4 Poison to ALL enemies.,atomic_fixed,high,5.2,5.2,5.2,v3 quantified/scenario rule
HAZE,아지랑이,Haze,keyword,,keyword_sly,keyword_sly,low,0.0,4.4,8.0,discard-trigger probability and free cost
HEADBUTT,박치기,Headbutt,clause,1,Deal 9 damage.,atomic_fixed,high,4.5,4.5,4.5,v3 quantified/scenario rule
HEADBUTT,박치기,Headbutt,clause,2,Put a card from your Discard Pile on top of your Draw Pile.,atomic_retrieve_topdeck,medium,1.5,1.5,1.5,v3 quantified/scenario rule
HEAVENLY_DRILL,천원돌파,Heavenly Drill,clause,1,Deal 8 damage X times.,atomic_fixed+x_value,medium,4.0,8.0,16.0,v3 quantified/scenario rule
HEAVENLY_DRILL,천원돌파,Heavenly Drill,clause,2,Double X if it's 4 or more.,x_threshold_double,low,0.0,0.0,16.0,bonus is inactive at X=1/2 and adds four hits at X=4
HEGEMONY,패권,Hegemony,clause,1,Deal 15 damage.,atomic_fixed,high,7.5,7.5,7.5,v3 quantified/scenario rule
HEGEMONY,패권,Hegemony,clause,2,"Next turn, gain 2 Energy.",atomic_fixed+delay_next_turn,medium,4.0,4.0,4.0,v3 quantified/scenario rule
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,clause,1,Deal 20 damage.,atomic_fixed,high,10.0,10.0,10.0,v3 quantified/scenario rule
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,clause,2,Choose a Colorless card in your Hand.,selection_scope,high,0.0,0.0,0.0,selection scope; value counted by linked effect
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,clause,3,Add a copy of that card into your Hand.,atomic_copy_selected_hand,low,1.5,3.0,5.0,v3 quantified/scenario rule
HELIX_DRILL,나선 관통,Helix Drill,clause,1,Deal 3 damage for each 1 Energy previously spent this turn.,atomic_fixed+scaling_count,low,1.5,3.3,15.0,v3 quantified/scenario rule
HELLO_WORLD,Hello World,Hello World,clause,1,"At the start of your turn, add a random Common card into your Hand.",atomic_random_common_card+recurring_turns,low,4.5,11.1,18.0,v3 quantified/scenario rule
HELLRAISER,지옥검무,Hellraiser,clause,1,"Whenever you draw a card containing “Strike”, it is played against a random enemy.",strike_draw_autoplay,low,3.0,10.5,30.0,average free Strike × draw events
HEMOKINESIS,혈류,Hemokinesis,clause,1,Lose 2 HP.,atomic_fixed,high,-1.1,-1.1,-1.1,v3 quantified/scenario rule
HEMOKINESIS,혈류,Hemokinesis,clause,2,Deal 15 damage.,atomic_fixed,high,7.5,7.5,7.5,v3 quantified/scenario rule
HIDDEN_CACHE,비밀 상자,Hidden Cache,clause,1,Gain 1 Stars.,atomic_fixed,low,1.5,1.5,1.5,v3 quantified/scenario rule
HIDDEN_CACHE,비밀 상자,Hidden Cache,clause,2,"Next turn, gain 3 Stars.",atomic_fixed+delay_next_turn,low,3.6,3.6,3.6,v3 quantified/scenario rule
HIDDEN_DAGGERS,숨겨진 단검,Hidden Daggers,clause,1,Discard 2 cards.,atomic_fixed,high,0.5,0.5,0.5,v3 quantified/scenario rule
HIDDEN_DAGGERS,숨겨진 단검,Hidden Daggers,clause,2,Add 2 Shivs into your Hand.,atomic_fixed,high,3.8,3.8,3.8,v3 quantified/scenario rule
HIDDEN_GEM,숨겨진 보석,Hidden Gem,clause,1,A random card without Replay in your Draw Pile gains Replay 2.,atomic_random_replay,low,3.0,7.0,12.0,v3 quantified/scenario rule
HIGH_FIVE,하이파이브,High Five,clause,1,Osty deals 11 damage and applies 2 Vulnerable to ALL enemies.,osty_damage_debuff,medium,11.635,11.635,11.635,Osty damage and debuff
HOLOGRAM,홀로그램,Hologram,clause,1,Gain 3 Block.,atomic_fixed,high,1.8,1.8,1.8,v3 quantified/scenario rule
HOLOGRAM,홀로그램,Hologram,clause,2,Put a card from your Discard Pile into your Hand.,atomic_retrieve_hand,high,2.5,2.5,2.5,v3 quantified/scenario rule
HOLOGRAM,홀로그램,Hologram,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
HOTFIX,핫픽스,Hotfix,clause,1,Gain 2 Focus this turn.,atomic_temporary_stat,medium,1.6,1.6,1.6,v3 quantified/scenario rule
HOTFIX,핫픽스,Hotfix,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
HOWL_FROM_BEYOND,저편의 울음소리,Howl from Beyond,clause,1,Deal 16 damage to ALL enemies.,atomic_fixed,high,10.4,10.4,10.4,v3 quantified/scenario rule
HOWL_FROM_BEYOND,저편의 울음소리,Howl from Beyond,clause,2,"At the end of your turn, if this is in your Exhaust Pile, play it.",self_auto_replay,low,4.0,11.2,16.0,fraction of card benchmark replayed
HUDDLE_UP,똘똘 뭉치기,Huddle Up,clause,1,ALL players draw 2 cards.,all_players+atomic_fixed,low,3.4,5.1,8.5,v3 quantified/scenario rule
HUDDLE_UP,똘똘 뭉치기,Huddle Up,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
HYPERBEAM,파괴광선,Hyperbeam,clause,1,Deal 28 damage to ALL enemies.,atomic_fixed,high,18.2,18.2,18.2,v3 quantified/scenario rule
HYPERBEAM,파괴광선,Hyperbeam,clause,2,Lose 3 Focus.,atomic_lose_focus_conditional_stock,low,-19.5,-6.5,0.0,v3 quantified/scenario rule
ICE_LANCE,얼음 창,Ice Lance,clause,1,Deal 19 damage.,atomic_fixed,high,9.5,9.5,9.5,v3 quantified/scenario rule
ICE_LANCE,얼음 창,Ice Lance,clause,2,Channel 3 Frost.,atomic_fixed,medium,9.6,9.6,9.6,v3 quantified/scenario rule
IGNITION,점화,Ignition,clause,1,Another player Channels Plasma.,coop_plasma,medium,5.25,5.25,5.25,Plasma × ally factor
IGNITION,점화,Ignition,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
IMPATIENCE,성급함,Impatience,clause,1,"If you have no Attacks in your Hand, draw 2 cards.",atomic_fixed+condition_probability,low,0.0,2.38,3.4,v3 quantified/scenario rule
IMPERVIOUS,무적,Impervious,clause,1,Gain 30 Block.,atomic_fixed,high,18.0,18.0,18.0,v3 quantified/scenario rule
IMPERVIOUS,무적,Impervious,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
INFECTION,감염,Infection,clause,1,"At the end of your turn, if this is in your Hand, take 3 damage.",atomic_self_damage+condition_probability+recurring_turns,medium,-9.9,-4.274,-0.0,v3 quantified/scenario rule
INFECTION,감염,Infection,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
INFERNAL_BLADE,지옥검,Infernal Blade,clause,1,Add a random Attack into your Hand.,atomic_random_attack_card,low,3.0,3.0,3.0,v3 quantified/scenario rule
INFERNAL_BLADE,지옥검,Infernal Blade,clause,2,It's free to play this turn.,atomic_free_generated_card,high,2.5,2.5,2.5,v3 quantified/scenario rule
INFERNAL_BLADE,지옥검,Infernal Blade,keyword,,keyword_exhaust,keyword_exhaust,medium,-1.0,-1.0,-1.0,v1 keyword calibration
INFERNO,불바다,Inferno,clause,1,"At the start of your turn, lose 1 HP.",atomic_fixed+recurring_turns,low,-3.3,-2.035,-0.825,v3 quantified/scenario rule
INFERNO,불바다,Inferno,clause,2,"Whenever you lose HP on your turn, deal 6 damage to ALL enemies.",atomic_fixed+event_triggers,medium,3.9,13.65,70.2,v3 quantified/scenario rule
INFINITE_BLADES,무한의 검날,Infinite Blades,clause,1,"At the start of your turn, add 1 Shiv into your Hand.",atomic_fixed+recurring_turns,low,2.85,7.03,11.4,v3 quantified/scenario rule
INFLAME,발화,Inflame,clause,1,Gain 2 Strength.,atomic_fixed,high,6.5,6.5,6.5,v3 quantified/scenario rule
INJURY,상처,Injury,keyword,,keyword_unplayable,keyword_unplayable,medium,-2.0,-1.25,-0.75,draw/hand clog
INTERCEPT,가로막기,Intercept,clause,1,Gain 9 Block.,atomic_fixed,high,5.4,5.4,5.4,v3 quantified/scenario rule
INTERCEPT,가로막기,Intercept,clause,2,Redirect all incoming attacks that would be dealt to another player this turn to you.,intercept_attacks,low,-6.0,1.5,10.0,ally protection minus redirected personal damage
INVOKE,부름,Invoke,clause,1,"Next turn, Summon 2 and gain 2 Energy.",atomic_fixed+delay_next_turn,medium,5.76,5.76,5.76,v3 quantified/scenario rule
IRON_WAVE,철의 파동,Iron Wave,clause,1,Gain 5 Block.,atomic_fixed,high,3.0,3.0,3.0,v3 quantified/scenario rule
IRON_WAVE,철의 파동,Iron Wave,clause,2,Deal 5 damage.,atomic_fixed,high,2.5,2.5,2.5,v3 quantified/scenario rule
