card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
FIEND_FIRE,지옥불,Fiend Fire,ironclad,Rare,E2,Attack,0.5,14.0,32.0,31.5,0.438,C,2,0,17.0,v3_table,True,-16.5,-3.0,15.0,82,12,10,72,0.163,atomic_exhaust_hand|damage_per_exhausted_hand_card|keyword_exhaust,Exhaust your Hand. Deal 7 damage for each card Exhausted.
FIGHT_ME,덤벼라!,Fight Me!,ironclad,Uncommon,E2,Attack,11.5,11.75,12.25,0.75,0.943,A,0,0,11.0,v3_table,True,0.5,0.75,1.25,6,18,41,35,0.593,atomic_fixed|enemy_strength_gain|multi_hit_strength_synergy,Deal 5 damage twice. Gain 3 Strength. The enemy gains 1 Strength.
FIGHT_THROUGH,강행 돌파,Fight Through,defect,Uncommon,E1,Skill,6.5,6.5,6.5,0.0,1.0,A,0,0,6.5,v3_table,True,0.0,0.0,0.0,21,42,59,38,0.563,atomic_fixed,Gain 13 Block. Add 2 Wounds into your Discard Pile.
FINESSE,능숙,Finesse,colorless,Uncommon,E0,Skill,3.65,3.65,3.65,0.0,0.904,A,0,0,4.25,v3_table,True,-0.6,-0.6,-0.6,34,55,57,23,0.635,atomic_fixed,Gain 4 Block. Draw 1 card.
FINISHER,마무리,Finisher,silent,Uncommon,E1,Attack,3.0,6.6,30.0,27.0,0.72,C,0,0,6.5,v3_table,True,-3.5,0.1,23.5,50,40,4,46,0.471,atomic_fixed+scaling_count,Deal 6 damage for each Attack already played this turn.
FISTICUFFS,주먹다짐,Fisticuffs,colorless,Uncommon,E1,Attack,5.3,8.3,12.5,7.2,0.665,C,1,0,6.8,v3_table,True,-1.5,1.5,5.7,23,18,27,9,0.857,atomic_fixed|equal_to_quantity,Deal 7 damage. Gain Block equal to damage dealt.
FLAK_CANNON,대공포,Flak Cannon,defect,Rare,E2,Attack,0.0,10.42,29.1,29.1,0.42,C,2,0,17.0,v3_table,True,-17.0,-6.58,12.1,84,22,13,71,0.184,exhaust_status_cleanup|random_damage_per_exhausted,Exhaust ALL your Status cards. Deal 8 damage to a random enemy for each card Exhausted.
FLAME_BARRIER,화염 장벽,Flame Barrier,ironclad,Uncommon,E2,Skill,9.2,13.2,19.2,10.0,0.736,C,1,0,11.0,v3_table,True,-1.8,2.2,8.2,12,14,29,17,0.802,atomic_fixed|retaliation_damage,"Gain 12 Block. Whenever you are attacked this turn, deal 4 damage back."
FLANKING,측면 공격,Flanking,silent,Uncommon,E2,Skill,3.75,9.375,18.75,15.0,0.42,C,1,0,11.0,v3_table,True,-7.25,-1.625,7.75,44,19,18,26,0.701,coop_double_attack_damage,The enemy takes double attack damage from other players this turn.
FLASH_OF_STEEL,강철의 섬광,Flash of Steel,colorless,Uncommon,E0,Attack,3.75,3.75,3.75,0.0,0.907,A,0,0,4.25,v3_table,True,-0.5,-0.5,-0.5,33,54,56,23,0.635,atomic_fixed,Deal 5 damage. Draw 1 card.
FLATTEN,땅고르기,Flatten,necrobinder,Common,E2,Attack,5.4,8.9,10.4,5.0,0.89,B,0,0,9.0,v3_table,True,-3.6,-0.1,1.4,38,29,43,14,0.839,atomic_osty_damage|conditional_cost_zero,Osty deals 12 damage. This card costs 0 Energy if Osty has attacked this turn.
FLECHETTES,프레췌,Flechettes,silent,Uncommon,E1,Attack,2.5,5.5,25.0,22.5,0.72,C,0,0,6.5,v3_table,True,-4.0,-1.0,18.5,56,59,11,48,0.448,atomic_fixed+scaling_count,Deal 5 damage for each Skill in your Hand.
FLICK_FLACK,재주넘기,Flick-Flack,silent,Common,E1,Attack,3.9,5.55,6.9,3.0,0.828,B,1,0,5.3,v3_table,False,,,,42,56,58,16,0.816,atomic_fixed|keyword_sly,Deal 6 damage to ALL enemies.
FOCUSED_STRIKE,밀집 타격,Focused Strike,defect,Common,E1,Attack,5.3,5.3,5.3,0.0,0.958,A,0,0,5.3,v3_table,True,0.0,0.0,0.0,34,58,70,36,0.586,atomic_fixed|atomic_temporary_stat,Deal 9 damage. Gain 1 Focus this turn.
FOLLY,어리석음,Folly,curse,Curse,E-1,Curse,-1.5,-0.75,-0.25,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,4,4,4,0,1.0,keyword_eternal_meta|keyword_ethereal_cleanup|keyword_innate|keyword_unplayable,
FOOTWORK,발놀림,Footwork,silent,Uncommon,E1,Power,6.5,6.5,6.5,0.0,1.0,A,0,0,6.5,v3_table,True,0.0,0.0,0.0,13,42,61,48,0.448,atomic_fixed,Gain 2 Dexterity.
FORBIDDEN_GRIMOIRE,금지된 마도서,Forbidden Grimoire,necrobinder,Ancient,E2,Power,3.0,6.0,10.0,7.0,0.443,C,1,0,,unsupported_rarity_raw_score,False,,,,59,49,45,14,0.839,keyword_eternal_meta|meta_deck_removal,"At the end of combat, you may remove a card from your Deck."
FOREGONE_CONCLUSION,필연적인 결과,Foregone Conclusion,regent,Rare,E1,Skill,5.0,5.0,5.0,0.0,0.72,B,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,39,55,68,29,0.667,tutor_to_hand,"Next turn, put 2 cards from your Draw Pile into your Hand."
FORGOTTEN_RITUAL,잊힌 의식,Forgotten Ritual,ironclad,Uncommon,E1,Skill,-1.0,4.25,6.5,7.5,0.468,C,1,0,6.5,v3_table,True,-7.5,-2.25,0.0,86,77,60,26,0.698,atomic_fixed+condition_probability|keyword_exhaust,"If you Exhausted a card this turn, gain 3 Energy."
FRANTIC_ESCAPE,필사적인 도주,Frantic Escape,status,Status,E1,Status,-2.5,1.0,8.5,11.0,0.545,C,2,0,,special_pool_raw_score,False,,,,6,3,1,5,0.545,cost_increase|encounter_escape_progress|encounter_sandpit_progress,Get farther away. Increase Sandpit by 1. Increase the cost of this card by 1.
FRIENDSHIP,우정,Friendship,necrobinder,Uncommon,E1,Power,-1.5,13.75,25.0,26.5,0.42,C,2,0,6.5,v3_table,True,-8.0,7.25,18.5,84,11,12,73,0.161,atomic_fixed+recurring_resource_turns|atomic_lose_strength_conditional_stock,Lose 2 Strength. Gain 1 Energy at the start of each turn.
FTL,FTL,FTL,defect,Uncommon,E0,Attack,2.5,3.375,3.75,1.25,0.85,B,1,0,4.3,v3_table,True,-1.8,-0.925,-0.55,63,73,76,13,0.851,atomic_fixed|atomic_fixed+condition_probability,"Deal 5 damage. If you have played fewer than 3 cards this turn, draw 1 card."
FUEL,연료,Fuel,token,Token,E0,Skill,2.75,2.75,2.75,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,7,7,7,0,1.0,atomic_fixed|keyword_exhaust,Gain 1 Energy. Draw 1 card.
FURNACE,용광로,Furnace,regent,Uncommon,E1,Power,2.475,6.105,9.9,7.425,0.42,C,1,0,6.5,v3_table,True,-4.025,-0.395,3.4,64,37,39,27,0.69,atomic_fixed+recurring_turns,"At the start of your turn, Forge 5."
FUSION,융합,Fusion,defect,Uncommon,E1,Skill,6.0,6.0,6.0,0.0,0.72,B,0,0,6.5,v3_table,True,-0.5,-0.5,-0.5,27,49,64,37,0.575,atomic_fixed|keyword_exhaust,Channel 1 Plasma.
GAMMA_BLAST,감마 세례,Gamma Blast,regent,Uncommon,E0+S3,Attack,8.7,8.7,8.7,0.0,0.721,B,1,0,4.3,energy_table_star_cost_separated,True,4.4,4.4,4.4,15,23,46,31,0.644,atomic_fixed|cost_star_spend,Deal 13 damage. Apply 2 Weak. Apply 2 Vulnerable.
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,Attack,5.0,8.0,27.5,22.5,0.806,C,0,0,6.8,v3_table,True,-1.8,1.2,20.7,24,20,4,20,0.683,additional_damage_scaling|atomic_fixed,Deal 5 damage. Deals 5 additional damage for each time another player has attacked the enemy this turn.
GATHER_LIGHT,빛 거두기,Gather Light,regent,Common,E1,Skill,6.3,6.3,6.3,0.0,0.862,B,1,0,5.3,v3_table,True,1.0,1.0,1.0,20,35,52,32,0.632,atomic_fixed,Gain 8 Block. Gain 1 Stars.
GENESIS,창세,Genesis,regent,Rare,E2,Power,4.5,11.1,18.0,13.5,0.42,C,1,0,17.0,v3_table,True,-12.5,-5.9,1.0,41,14,19,27,0.69,atomic_fixed+recurring_turns,"At the start of your turn, gain 2 Stars."
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,defect,Rare,E1,Skill,1.4,5.0,12.2,10.8,0.513,C,1,0,6.5,v3_table,True,-5.1,-1.5,5.7,77,63,42,35,0.598,atomic_fixed|keyword_exhaust|permanent_block_growth,Gain 1 Block. Permanently increase this card's Block by 3.
GIANT_ROCK,거대한 바위,Giant Rock,token,Token,E1,Attack,8.0,8.0,8.0,0.0,1.0,A,0,0,,special_pool_raw_score,False,,,,1,1,1,0,1.0,atomic_fixed,Deal 16 damage.
GLACIER,빙하,Glacier,defect,Uncommon,E2,Skill,10.0,10.0,10.0,0.0,0.821,B,0,0,11.0,v3_table,True,-1.0,-1.0,-1.0,9,25,46,37,0.575,atomic_fixed,Gain 6 Block. Channel 2 Frost.
GLASSWORK,유리 공예,Glasswork,defect,Uncommon,E1,Skill,6.5,6.5,6.5,0.0,0.849,B,0,0,6.5,v3_table,True,0.0,0.0,0.0,22,43,60,38,0.563,atomic_fixed,Gain 5 Block. Channel 1 Glass.
GLIMMER,희미한 빛,Glimmer,regent,Uncommon,E1,Skill,5.05,5.05,5.05,0.0,0.72,B,0,0,6.5,v3_table,True,-1.45,-1.45,-1.45,36,53,66,30,0.655,atomic_fixed|atomic_hand_to_topdeck,Draw 3 cards. Put 1 card from your Hand on top of your Draw Pile.
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,Skill,2.0,3.5,6.5,4.5,0.475,C,1,0,6.5,v3_table,True,-4.5,-3.0,0.0,69,77,60,17,0.805,coop_soul_generation|keyword_exhaust,ALL players add 3 Souls into their Draw Pile.
GLITTERSTREAM,빛의 흐름,Glitterstream,regent,Common,E2,Skill,9.0,9.0,9.0,0.0,1.0,A,0,0,9.0,v3_table,True,0.0,0.0,0.0,14,21,42,28,0.678,atomic_fixed|atomic_fixed+delay_next_turn,"Gain 11 Block. Next turn, gain 5 Block."
GLOW,광채,Glow,regent,Common,E1,Skill,3.75,3.75,3.75,0.0,0.6,C,1,0,5.3,v3_table,True,-1.55,-1.55,-1.55,47,64,72,25,0.713,atomic_fixed|atomic_fixed+delay_next_turn,"Gain 1 Stars. Draw 1 card. Next turn, draw 1 card."
GOLD_AXE,황금 도끼,Gold Axe,colorless,Rare,E1,Attack,1.5,5.0,10.0,8.5,0.42,C,1,0,9.0,v3_table,True,-7.5,-4.0,1.0,50,44,34,16,0.746,equal_to_quantity,Deal damage equal to the number of cards played this combat.
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,Common,E0,Attack,1.5,2.97,3.6,2.1,0.713,B,1,0,2.7,v3_table,True,-1.2,0.27,0.9,75,80,77,5,0.943,atomic_fixed|atomic_fixed+condition_probability,"Deal 3 damage. If the enemy intends to attack, apply 1 Weak."
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,Attack,0.0,11.7,39.0,39.0,0.761,C,1,0,6.5,v3_table,True,-6.5,5.2,32.5,82,9,2,80,0.08,atomic_fixed|draw_pile_empty_gate,Can only be played if there are no cards in your Draw Pile. Deal 60 damage to ALL enemies.
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,Attack,3.5,3.5,3.5,0.0,0.949,A,0,0,5.3,v3_table,True,-1.8,-1.8,-1.8,52,78,80,28,0.678,atomic_fixed|atomic_retrieve_hand|keyword_exhaust,Deal 4 damage. Put a card from your Discard Pile into your Hand.
GRAVE_WARDEN,무덤지기,Grave Warden,necrobinder,Common,E1,Skill,5.8,5.8,5.8,0.0,0.952,A,0,0,5.3,v3_table,True,0.5,0.5,0.5,25,50,63,38,0.563,atomic_fixed,Gain 8 Block. Add a Soul into your Draw Pile.
GREED,탐욕,Greed,curse,Curse,E-1,Curse,-3.0,-2.25,-1.75,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,10,10,18,8,0.529,keyword_eternal_meta|keyword_unplayable,
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,Skill,2.8,10.4,21.8,19.0,0.444,C,1,0,17.0,v3_table,True,-14.2,-6.6,4.8,60,17,13,47,0.46,keyword_exhaust|transform_hand_to_minion_sacrifice,Transform any number of cards in your Hand into Minion Sacrifice.
GUIDING_STAR,길잡이별,Guiding Star,regent,Common,E1+S2,Attack,5.4,5.4,5.4,0.0,0.756,B,1,0,5.3,energy_table_star_cost_separated,True,0.1,0.1,0.1,31,47,61,30,0.655,atomic_fixed|cost_star_spend,Deal 12 damage. Draw 2 cards.
GUILTY,죄책감,Guilty,curse,Curse,E-1,Curse,-1.0,0.75,3.25,4.25,0.535,C,1,0,,special_pool_raw_score,False,,,,3,2,1,2,0.882,keyword_unplayable|self_removing_curse,Removed from your Deck after 5 combats.
GUNK_UP,틀어막기,Gunk Up,defect,Common,E1,Attack,5.3,5.8,6.8,1.5,0.981,B,0,0,5.3,v3_table,True,0.0,0.5,1.5,35,51,57,22,0.747,atomic_fixed|multi_hit_strength_synergy,Deal 4 damage 3 times. Add a Slimed into your Discard Pile.
HAILSTORM,우박 폭풍,Hailstorm,defect,Uncommon,E1,Power,0.0,10.101,23.4,23.4,0.42,C,1,0,6.5,v3_table,True,-6.5,3.601,16.9,85,24,20,65,0.253,atomic_fixed+condition_probability+recurring_turns,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies."
HAMMER_TIME,망치질 시간,Hammer Time,regent,Rare,E2,Power,2.0,8.0,25.0,23.0,0.42,C,1,0,17.0,v3_table,True,-15.0,-9.0,8.0,68,26,9,59,0.322,coop_forge,"Whenever you Forge, all allies Forge as well."
HAND_OF_GREED,탐욕의 손,Hand of Greed,colorless,Rare,E2,Attack,10.0,11.4,12.0,2.0,0.966,B,0,0,18.0,v3_table,True,-8.0,-6.6,-6.0,5,10,28,23,0.635,atomic_fixed|meta_gold,"Deal 20 damage. If Fatal, gain 20 Gold."
HAND_TRICK,손기술,Hand Trick,silent,Uncommon,E1,Skill,4.7,6.2,8.2,3.5,0.91,B,0,0,6.5,v3_table,True,-1.8,-0.3,1.7,35,45,53,18,0.793,atomic_fixed|atomic_grant_sly,Gain 7 Block. Add Sly to a Skill in your Hand this turn.
HANG,매달기,Hang,necrobinder,Rare,E1,Attack,5.0,10.0,20.0,15.0,0.71,C,1,0,6.5,v3_table,True,-1.5,3.5,13.5,39,22,23,17,0.805,atomic_fixed|hang_damage_amplifier,Deal 10 damage. Double the damage ALL Hang cards deal to this enemy.
HAUNT,출몰,Haunt,necrobinder,Uncommon,E1,Power,0.0,9.9,33.0,33.0,0.42,C,1,0,6.5,v3_table,True,-6.5,3.4,26.5,80,23,7,73,0.161,soul_trigger_hp_loss,"Whenever you play a Soul, a random enemy loses 6 HP."
HAVOC,파괴,Havoc,ironclad,Common,E1,Skill,2.0,4.0,7.0,5.0,0.42,C,1,0,5.3,v3_table,True,-3.3,-1.3,1.7,70,79,59,20,0.767,auto_play_from_pile,Play the top card of your Draw Pile and Exhaust it.
HAZE,아지랑이,Haze,silent,Uncommon,E3,Skill,5.2,9.6,13.2,8.0,0.734,C,1,0,16.0,v3_table,False,,,,26,17,33,16,0.816,atomic_fixed|keyword_sly,Apply 4 Poison to ALL enemies.
HEADBUTT,박치기,Headbutt,ironclad,Common,E1,Attack,6.0,6.0,6.0,0.0,0.93,A,0,0,5.3,v3_table,True,0.7,0.7,0.7,25,57,68,43,0.5,atomic_fixed|atomic_retrieve_topdeck,Deal 9 damage. Put a card from your Discard Pile on top of your Draw Pile.
HEAVENLY_DRILL,천원돌파,Heavenly Drill,regent,Rare,EX,Attack,4.0,8.0,32.0,28.0,0.62,C,1,0,17.0,x_as_2_energy,True,-13.0,-9.0,15.0,44,27,6,38,0.563,atomic_fixed+x_value|x_threshold_double,Deal 8 damage X times. Double X if it's 4 or more.
HEGEMONY,패권,Hegemony,regent,Uncommon,E2,Attack,11.5,11.5,11.5,0.0,0.903,A,0,0,11.0,v3_table,True,0.5,0.5,0.5,8,11,32,24,0.724,atomic_fixed|atomic_fixed+delay_next_turn,"Deal 15 damage. Next turn, gain 2 Energy."
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,regent,Rare,E2,Attack,11.5,13.0,15.0,3.5,0.871,B,1,0,17.0,v3_table,True,-5.5,-4.0,-2.0,9,8,24,16,0.816,atomic_copy_selected_hand|atomic_fixed|selection_scope,Deal 20 damage. Choose a Colorless card in your Hand. Add a copy of that card into your Hand.
HELIX_DRILL,나선 관통,Helix Drill,defect,Rare,E0,Attack,1.5,3.3,15.0,13.5,0.42,C,1,0,6.5,v3_table,True,-5.0,-3.2,8.5,76,74,35,41,0.529,atomic_fixed+scaling_count,Deal 3 damage for each 1 Energy previously spent this turn.
HELLO_WORLD,Hello World,Hello World,event,Event,E1,Power,4.5,11.1,18.0,13.5,0.42,C,1,0,,special_pool_raw_score,False,,,,17,4,3,14,0.462,atomic_random_common_card+recurring_turns,"At the start of your turn, add a random Common card into your Hand."
HELLRAISER,지옥검무,Hellraiser,ironclad,Rare,E2,Power,3.0,10.5,30.0,27.0,0.42,C,1,0,17.0,v3_table,True,-14.0,-6.5,13.0,60,23,13,47,0.453,strike_draw_autoplay,"Whenever you draw a card containing “Strike”, it is played against a random enemy."
HEMOKINESIS,혈류,Hemokinesis,ironclad,Uncommon,E1,Attack,6.4,6.4,6.4,0.0,1.0,A,0,0,6.5,v3_table,True,-0.1,-0.1,-0.1,18,47,62,44,0.488,atomic_fixed,Lose 2 HP. Deal 15 damage.
HIDDEN_CACHE,비밀 상자,Hidden Cache,regent,Common,E1,Skill,5.1,5.1,5.1,0.0,0.42,C,2,0,5.3,v3_table,True,-0.2,-0.2,-0.2,35,52,65,30,0.655,atomic_fixed|atomic_fixed+delay_next_turn,"Gain 1 Stars. Next turn, gain 3 Stars."
HIDDEN_DAGGERS,숨겨진 단검,Hidden Daggers,silent,Uncommon,E0,Skill,4.3,4.3,4.3,0.0,1.0,A,0,0,4.3,v3_table,True,0.0,0.0,0.0,38,72,79,41,0.529,atomic_fixed,Discard 2 cards. Add 2 Shivs into your Hand.
HIDDEN_GEM,숨겨진 보석,Hidden Gem,colorless,Rare,E1,Skill,3.0,7.0,12.0,9.0,0.42,C,1,0,9.0,v3_table,True,-6.0,-2.0,3.0,37,29,29,8,0.873,atomic_random_replay,A random card without Replay in your Draw Pile gains Replay 2.
HIGH_FIVE,하이파이브,High Five,necrobinder,Uncommon,E2,Attack,11.635,11.635,11.635,0.0,0.72,B,0,0,11.0,v3_table,True,0.635,0.635,0.635,6,14,41,35,0.598,osty_damage_debuff,Osty deals 11 damage and applies 2 Vulnerable to ALL enemies.
HOLOGRAM,홀로그램,Hologram,defect,Common,E1,Skill,3.3,3.3,3.3,0.0,0.947,A,0,0,5.3,v3_table,True,-2.0,-2.0,-2.0,49,75,79,30,0.655,atomic_fixed|atomic_retrieve_hand|keyword_exhaust,Gain 3 Block. Put a card from your Discard Pile into your Hand.
HOTFIX,핫픽스,Hotfix,defect,Common,E0,Skill,0.6,0.6,0.6,0.0,0.72,B,0,0,2.7,v3_table,True,-2.1,-2.1,-2.1,82,88,88,6,0.931,atomic_temporary_stat|keyword_exhaust,Gain 2 Focus this turn.
HOWL_FROM_BEYOND,저편의 울음소리,Howl from Beyond,ironclad,Uncommon,E3,Attack,14.4,21.6,26.4,12.0,0.699,C,1,0,16.0,v3_table,True,-1.6,5.6,10.4,5,2,18,16,0.814,atomic_fixed|self_auto_replay,"Deal 16 damage to ALL enemies. At the end of your turn, if this is in your Exhaust Pile, play it."
HUDDLE_UP,똘똘 뭉치기,Huddle Up,colorless,Uncommon,E1,Skill,2.4,4.1,7.5,5.1,0.469,C,1,0,6.8,v3_table,True,-4.4,-2.7,0.7,44,50,40,10,0.841,all_players+atomic_fixed|keyword_exhaust,ALL players draw 2 cards.
HYPERBEAM,파괴광선,Hyperbeam,defect,Rare,E2,Attack,-1.3,11.7,18.2,19.5,0.847,C,1,0,17.0,v3_table,True,-18.3,-5.3,1.2,87,16,28,71,0.184,atomic_fixed|atomic_lose_focus_conditional_stock,Deal 28 damage to ALL enemies. Lose 3 Focus.
ICE_LANCE,얼음 창,Ice Lance,defect,Rare,E3,Attack,19.1,19.1,19.1,0.0,0.859,B,0,0,20.0,v3_table,True,-0.9,-0.9,-0.9,2,2,26,24,0.724,atomic_fixed,Deal 19 damage. Channel 3 Frost.
IGNITION,점화,Ignition,defect,Rare,E1,Skill,4.25,4.25,4.25,0.0,0.72,B,0,0,6.5,v3_table,True,-2.25,-2.25,-2.25,43,69,75,32,0.632,coop_plasma|keyword_exhaust,Another player Channels Plasma.
IMPATIENCE,성급함,Impatience,colorless,Uncommon,E0,Skill,0.0,2.38,3.4,3.4,0.42,C,1,0,4.25,v3_table,True,-4.25,-1.87,-0.85,59,61,58,3,0.952,atomic_fixed+condition_probability,"If you have no Attacks in your Hand, draw 2 cards."
IMPERVIOUS,무적,Impervious,ironclad,Rare,E2,Skill,17.0,17.0,17.0,0.0,0.985,A,0,0,17.0,v3_table,True,0.0,0.0,0.0,2,6,31,29,0.663,atomic_fixed|keyword_exhaust,Gain 30 Block.
INFECTION,감염,Infection,status,Status,E-1,Status,-11.9,-5.524,-0.75,11.15,0.72,C,0,0,,special_pool_raw_score,False,,,,9,9,8,1,0.909,atomic_self_damage+condition_probability+recurring_turns|keyword_unplayable,"At the end of your turn, if this is in your Hand, take 3 damage."
INFERNAL_BLADE,지옥검,Infernal Blade,ironclad,Uncommon,E1,Skill,4.5,4.5,4.5,0.0,0.689,C,1,0,6.5,v3_table,True,-2.0,-2.0,-2.0,44,72,82,38,0.558,atomic_free_generated_card|atomic_random_attack_card|keyword_exhaust,Add a random Attack into your Hand. It's free to play this turn.
INFERNO,불바다,Inferno,ironclad,Uncommon,E1,Power,0.6,11.615,69.375,68.775,0.687,C,1,0,6.5,v3_table,True,-5.9,5.115,62.875,80,19,1,79,0.081,atomic_fixed+event_triggers|atomic_fixed+recurring_turns,"At the start of your turn, lose 1 HP. Whenever you lose HP on your turn, deal 6 damage to ALL enemies."
INFINITE_BLADES,무한의 검날,Infinite Blades,silent,Uncommon,E1,Power,2.85,7.03,11.4,8.55,0.42,C,1,0,6.5,v3_table,True,-3.65,0.53,4.9,54,35,40,19,0.782,atomic_fixed+recurring_turns,"At the start of your turn, add 1 Shiv into your Hand."
INFLAME,발화,Inflame,ironclad,Uncommon,E1,Power,6.5,6.5,6.5,0.0,1.0,A,0,0,6.5,v3_table,True,0.0,0.0,0.0,16,45,61,45,0.477,atomic_fixed,Gain 2 Strength.
INJURY,상처,Injury,curse,Curse,E-1,Curse,-2.0,-1.25,-0.75,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,8,8,10,2,0.882,keyword_unplayable,
INTERCEPT,가로막기,Intercept,colorless,Uncommon,E1,Skill,-0.6,6.9,15.4,16.0,0.753,C,1,0,6.8,v3_table,True,-7.4,0.1,8.6,62,32,19,43,0.317,atomic_fixed|intercept_attacks,Gain 9 Block. Redirect all incoming attacks that would be dealt to another player this turn to you.
INVOKE,부름,Invoke,necrobinder,Common,E1,Skill,5.76,5.76,5.76,0.0,0.72,B,0,0,5.3,v3_table,True,0.46,0.46,0.46,27,52,65,38,0.563,atomic_fixed+delay_next_turn,"Next turn, Summon 2 and gain 2 Energy."
IRON_WAVE,철의 파동,Iron Wave,ironclad,Common,E1,Attack,5.5,5.5,5.5,0.0,1.0,A,0,0,5.3,v3_table,True,0.2,0.2,0.2,27,61,75,48,0.442,atomic_fixed,Gain 5 Block. Deal 5 damage.
ITERATION,순회,Iteration,defect,Uncommon,E1,Power,0.0,5.1,13.6,13.6,0.42,C,1,0,6.5,v3_table,True,-6.5,-1.4,7.1,86,60,39,47,0.46,status_draw_compensation,"The first time you draw a Status each turn, draw 2 cards."
I_AM_INVINCIBLE,나는 무적이다,I Am Invincible,regent,Rare,E1,Skill,7.625,10.55,12.5,4.875,0.75,B,1,0,6.5,v3_table,True,1.125,4.05,6.0,17,15,28,13,0.851,atomic_fixed|self_auto_replay,"Gain 10 Block. At the end of your turn, if this is on top of your Draw Pile, play it."
JACKPOT,잭팟,Jackpot,colorless,Rare,E3,Attack,21.5,21.5,21.5,0.0,0.757,B,1,0,14.5,v3_table,True,7.0,7.0,7.0,1,2,9,8,0.873,atomic_fixed|random_fixed_cost_cards,Deal 25 damage. Add 3 random 0 Energy cards into your Hand.
JACK_OF_ALL_TRADES,팔방미인,Jack of All Trades,colorless,Uncommon,E0,Skill,3.0,3.0,3.0,0.0,0.48,C,1,0,4.25,v3_table,True,-1.25,-1.25,-1.25,38,57,60,22,0.651,atomic_random_colorless_card|keyword_exhaust,Add 1 random Colorless card into your Hand.
JUGGERNAUT,절대적인 힘,Juggernaut,ironclad,Rare,E2,Power,2.7,9.45,27.0,24.3,0.42,C,1,0,17.0,v3_table,True,-14.3,-7.55,10.0,64,27,16,48,0.442,block_trigger_damage,"Whenever you gain Block, deal 6 damage to a random enemy."
JUGGLING,저글링,Juggling,ironclad,Uncommon,E1,Power,3.0,18.5,60.0,57.0,0.42,C,1,0,6.5,v3_table,True,-3.5,12.0,53.5,61,5,2,59,0.314,copy_selected_to_hand,Add a copy of the third Attack you play each turn into your Hand.
KINGLY_KICK,왕의 발차기,Kingly Kick,regent,Uncommon,E4,Attack,16.0,22.25,58.5,42.5,0.877,C,0,0,26.0,v3_table,True,-10.0,-3.75,32.5,3,1,3,2,0.977,atomic_fixed|cost_reduction,"Deal 27 damage. Whenever you draw this card, reduce its cost by 1."
KINGLY_PUNCH,왕의 주먹,Kingly Punch,regent,Uncommon,E1,Attack,6.0,8.0,10.0,4.0,0.71,B,1,0,6.5,v3_table,True,-0.5,1.5,3.5,21,28,37,16,0.816,atomic_fixed|self_damage_growth_on_draw,"Deal 8 damage. Whenever you draw this card, increase its damage by 4 this combat."
KNIFE_TRAP,칼날 함정,Knife Trap,silent,Rare,E2,Skill,0.0,8.0,20.0,20.0,0.42,C,1,0,17.0,v3_table,True,-17.0,-9.0,3.0,83,28,17,66,0.241,play_exhausted_shivs,Play every Shiv in your Exhaust Pile on the enemy.
KNOCKDOWN,때려눕히기,Knockdown,colorless,Rare,E3,Attack,7.5,11.0,20.0,12.5,0.684,C,1,0,14.5,v3_table,True,-7.0,-3.5,5.5,10,11,11,1,0.984,atomic_fixed|double_damage_window,Deal 10 damage. The enemy takes double damage from other players this turn.
KNOCKOUT_BLOW,필사의 일격,Knockout Blow,regent,Uncommon,E3,Attack,15.0,20.25,22.5,7.5,0.85,C,1,0,16.0,v3_table,True,-1.0,4.25,6.5,5,3,11,8,0.908,atomic_fixed|atomic_fixed+condition_probability,"Deal 30 damage. If this kills an enemy, gain 5 Stars."
KNOW_THY_PLACE,네 주제를 알라,Know Thy Place,regent,Common,E0,Skill,3.1,3.1,3.1,0.0,0.72,B,0,0,2.7,v3_table,True,0.4,0.4,0.4,51,67,74,23,0.736,atomic_fixed|keyword_exhaust,Apply 1 Weak. Apply 1 Vulnerable.
LANTERN_KEY,랜턴 열쇠,Lantern Key,quest,Quest,E-1,Quest,-2.0,2.75,11.25,13.25,0.491,C,1,0,,special_pool_raw_score,False,,,,3,3,3,0,1.0,keyword_unplayable|meta_event_unlock,Unlocks a special event in the next Act.
